tweet_id,author_id,created_at,text,response_tweet_id,in_response_to_tweet_id,intent
142131,148075,Fri Nov 24 12:38:15 +0000 2017,"@AmazonHelp Hi - It was an email saying we miss you and then ""We'd like to offer you this exclusive promotional code, giving you £10 off any qualifying order of £50 or above on items sold on https://t.co/2WIaSHztbH. Your coupon code is valid until 22 December 2017.""",142133,142130.0,
2480611,521344,Sun Oct 29 21:49:50 +0000 2017,@AmazonHelp Great service but massive waste of packaging. Surely we can be more sustainable please? https://t.co/bV1dIh89ZZ,2480610,,
1520088,472561,Tue Oct 17 00:54:43 +0000 2017,"@AmazonHelp Gracias, espero y tener pronta respuesta",1520089,1520087.0,
1492688,329208,Thu Nov 09 06:54:49 +0000 2017,@AmazonHelp  https://t.co/17Aqmoowb0,1492689,1492687.0,
47846,126700,Wed Nov 01 17:21:14 +0000 2017,@AmazonHelp Não recebi nada no e-mail,47848,47845.0,
1243353,411688,Wed Oct 25 23:30:03 +0000 2017,@AmazonHelp https://t.co/LF9O1boQAq,1243355,1243352.0,
2428175,697177,Sun Nov 26 18:31:41 +0000 2017,"@AmazonHelp Apparently that's the case, however when Christmas shopping and stacking one's cart with more items, one doesn't expect the price to double before checkout in a single weekend.  Disappointing.",,2428174.0,
2230304,650853,Fri Nov 10 11:31:57 +0000 2017,@AmazonHelp @115850 Why you loot consumers by charging more for a product than mentioned MRP?,2230302,,
1838959,551155,Wed Oct 18 06:24:25 +0000 2017,@AmazonHelp  https://t.co/m4Shf0NY6q,,1838957.0,
2501911,713651,Wed Nov 15 20:00:43 +0000 2017,"@AmazonHelp Ja, gestern sollte es da sein. Kam nix, heute kam etwas für meine Mitbewohnerin, aber nicht für mich. Kein Zettel im Briefkasten, und auf der Amazon Seite steht ich soll den Transportdienstleister kontaktieren ohne jegliche weitere Info wo oder wen ich kontaktieren soll.",2501910,2501912.0,
256715,177048,Fri Oct 06 19:49:06 +0000 2017,@AmazonHelp More than 15 days u hv nt refunded my money..should I wait for 15 days..still I shop from Ur site .. https://t.co/K4NeDelxvk,256717,256713.0,
397403,210098,Wed Nov 29 13:48:19 +0000 2017,@AmazonHelp @115851 @115821 #Day58 #complaint Unresolved #Amazon #fraud #badcustomerservice @115850 provide me #signature Proof,397404,397402.0,
2170948,636804,Thu Nov 09 12:51:01 +0000 2017,"@AmazonHelp because it was sold by amazon warehouse deals, you only had one of the item, not very happy",,2170944.0,
888449,330946,Sat Nov 25 16:02:50 +0000 2017,@AmazonHelp Thanks. On a web chat with someone now.,,888448.0,
2668784,751701,Sun Nov 19 10:33:24 +0000 2017,@AmazonHelp Nope . It came up with order timed out 5 minutes after the timer had run down to zero . Not a happy bunny,,2668783.0,
332780,195252,Sat Oct 07 19:14:14 +0000 2017,"@AmazonHelp hey guys, canceled my amazon prime mid-September but still didnt get refund. Emailed but no response. Any help?",332779,,
2126721,626223,Wed Nov 08 19:41:43 +0000 2017,@AmazonHelp Just crazy how i ordered it the 4th and have gotten no updates at all except this email,,2126720.0,
2515839,716686,Wed Nov 15 23:57:44 +0000 2017,@AmazonHelp I’ve tried. And got NO WHERE. Absolutely no where. Twice. Via phone. And once via chat. Any other options?,2515840,2515838.0,
2304782,476546,Sun Nov 12 20:38:57 +0000 2017,"@AmazonHelp Nothing. I asked to speak to a supervisor and was told I couldn’t. I insisted and got told he was on a call and would call back in 24 hours. I asked for an official complaint to be put in and nothing. Your customer service is rude, not professional and useless. Issue not resolved",2304789,2304779.0,
1216356,405415,Mon Oct 16 13:43:13 +0000 2017,@AmazonHelp I need the present by tomorrow so was hoping for an instant solution. The above says 'the seller must respond within 2 business days',1216358,1216355.0,
619199,266930,Thu Nov 23 10:23:45 +0000 2017,"@AmazonHelp That’s a nice case., prefer it in red tho so match the tablet 😊",619200,619198.0,
69951,131826,Thu Nov 30 17:25:58 +0000 2017,"@AmazonHelp Yes previously - went through the motions suggested, told to wait for 'the dept that deals', got nowhere except same template response. So simple for @115821 to resolve but won't, &amp; so damn frustrating for us at this critical selling period #poorservice",69953,69950.0,
2548093,300809,Mon Oct 30 22:24:17 +0000 2017,"@AmazonHelp Danke, auch erledigt... Dann muss mich jetzt Halloween ein wenig ablenken... Schönen Feiertag Euch!🎃👻",2548094,2548092.0,
2425987,696641,Fri Nov 17 11:00:23 +0000 2017,"@521223 @AmazonHelp Could be worse, they sent me a memory card instead of Fifa 17 on release day","2425988,2425989",2425984.0,
179284,158252,Thu Sep 28 12:14:04 +0000 2017,@AmazonHelp A malformed URL in the signature /2 https://t.co/u7iPFshZY4,179283,179285.0,
9134,117635,Wed Nov 01 00:07:18 +0000 2017,@AmazonHelp Love you,,9133.0,
191649,161042,Tue Oct 10 21:41:17 +0000 2017,"@AmazonHelp @115850 - I have paid you ""Amazon"" the Prime Membership Fees. Do you realize that?",,191647.0,
2679505,753937,Sun Nov 19 15:30:00 +0000 2017,@AmazonHelp I have they just say it's pending,,2679504.0,
2306305,669087,Thu Oct 19 21:21:44 +0000 2017,@AmazonHelp That’s what I done and it ended up in a cancelled order ¯\_(ツ)_/¯,,2306304.0,
843352,320549,Sat Nov 25 10:24:25 +0000 2017,@AmazonHelp are you guys having delivery issues for Prime members in the UK? Your current “one day delivery” doesn’t arrive for 3 days!,843350,,
118787,142330,Thu Nov 23 23:21:07 +0000 2017,@AmazonHelp Thanks for solving my problem so fast! And at no extra costs. 5 stars!,,118786.0,
179446,158269,Wed Oct 04 09:42:49 +0000 2017,"@AmazonHelp It was out for delivery yesterday, then got delayed, and it's not back out for delivery now. Doesn't add up. There's a lie somewhere. https://t.co/Ru6yVlJPM9",179443,179447.0,
481662,229483,Tue Nov 28 03:38:34 +0000 2017,@AmazonHelp Y.? In your calender is it still 14th Nov 2017. In my callender it is 28th Nov 2017. Pls update ur calender.,481661,481663.0,
2133370,627708,Thu Oct 19 07:58:31 +0000 2017,"@AmazonHelp had a situation where my sister credit card was charged for my annual fee for prime, wondering if she can get her money back?",2133369,,
2200777,292381,Sun Nov 26 14:04:57 +0000 2017,@AmazonHelp Thanks!,2200776,2200778.0,
777585,305636,Thu Oct 12 04:06:49 +0000 2017,@AmazonHelp Never expected this from.amazon.Ive raised a concern immediately after I've received a msg which says that the order has been delivered,,777583.0,
385903,207357,Mon Oct 09 12:58:49 +0000 2017,@AmazonHelp The issue is with my colleague who dont have twitter account. I have been complaining on behalf of him since month but no money refundd by u,,385902.0,
519736,239945,Sat Dec 02 12:55:24 +0000 2017,@AmazonHelp 4 of the 5 were shipped via UPS. 1 was AMZL US.,519738,519735.0,
1265155,416250,Thu Oct 26 12:23:17 +0000 2017,@AmazonHelp Schade.,,1265154.0,
2580456,731396,Thu Nov 16 22:32:27 +0000 2017,"@AmazonHelp Bonjour,

J'ai effectué une commande mais le paiement a été refusé car ce n'est pas le bon montant",2580449,,
2273860,642794,Sat Nov 11 14:10:30 +0000 2017,"@AmazonHelp I still receive the message ""orde4 cancelled"".. 10 times... I call in my bank and ""is everything ok with your card. Talk to Amazon to discover what is happening"". Im going to US today and still for some days. I dont have more much time to buy!",2273862,2273859.0,
